ID,Message,NS,NNS
555,I wish I could find a better one but I don't think I know where one is I think the composition needs more information. Can you do that?,1,0
556,"Who is going to contact all of the users? Is a bot being set to do that in the event it's necessary, or is it being done manually?",0,0
557,These two factors make me think that Indian ice-cream is a better name for the article than sxusem. What are your thoughts on this?,1,0
558,This is starting to almost feel like harassment. Perhaps we should take this to a mediation committee?,-1,1
559,"Thank you for that, I was having a problem with diffs and the explanation didn't make sense to me. This is the first I have had to do, what is the procedure?",1,1
560,"Hi, welcome to Wikipedia. Could you explain in your <url> just '''''what''''' a Universiade is?",0,0
561,This is clearly them being just as congenial and accurate as always.<url> What is the appropriate place to report them?,-1,0
562,Hello. Can you please pass the pilot whale article?,1,0
563,"<person>, with whom you discussed linkspam in 2006, has returned. Could you offer your views on his talkpage?",0,1
564,Hi im currently compiling a college project on unreliable information and would like to view the deleted article Dudley O'Neill. Can you help?,1,0
565,I'm interested in why you reduced the columns from 5 to 2? Could you reply on my talk page please?,0,0
566,A question has come up whether <url> was Jewish (see <url>). Do you have any references that might help?,0,1
567,"Hi, I was wondering why it is that <url> only has two articles in it -- and whether it should be kept. Has it ever been more fully populated?",0,0
568,Have you as yet cast your own vote for <url>? Is there anything you can do to address some of the questions?,0,-1
569,That link just takes me to the arbcom main page. Are you intending to link me to something else?,0,0
570,I'm currently considering nominating you for adminship at <url>. Are you interested?,1,0
571,"Hi, just returned from a longer vacation where I was 100% offline and can look at it soon if it is not too late. What is the deadline?",0,0
572,"I pretty much agree with <url>, except I would like to know why you modified the see also section to be a hatnote. Doesn't <url> have specific requirements for this?",0,0
573,Good find. Do you have a cite for the second para?,1,0
574,"The <url> has a request (header ""<url>"") left a few hours ago by someone who has pictures of signs in China but can't read them. Would you please be willing to help?",1,1
575,Understood. Do you know of any legal expert you could contact to clarify this issue?,0,1
576,"just look out or you'll regret!OK, stop here, go to bed. Have U done ""Tourism Report"" yet?",-2,-2
577,"I ""voted"" weak keep, based on what I've found. Can you comment?",0,0
578,I have absolutely no idea what you are talking about. Please be more precise?,-1,-1
579,Hmm...the picture was taken on my camera by someone else. To whom does the copyright belong?,0,0
580,My concern is that you are proceeding at such a rate of knots that it going to be difficult to later unpick and I can see some disagreement on this. Why not seek a consensus?,0,0
581,Does that mean all the realiable sources are incorrect too? Was the e-mail from a reliable source?,0,0
582,"In your vote against my candidacy you stated that you were a ""weak oppose"". May I ask why?",0,0
583,"Zero has taken a break from Wikipedia, and RK has recused himself from editing controversial articles. Why don't you and I fix up the <url> article now?",1,-1
584,"Great Article <name>, Do u want me to add this to the template (Sri Lankan Conflict)? I think it should be included in the ''see also'' section what do you suggest?",1,1
585,Take a look at the most recent post to <url>. Can you make a stub out of it?,0,0
586,"I noticed your ""Original Research"" notation for the section on weights and measures in the article in Liberia. Could you explain in more detail your concern and how it might be remedied?",0,1
587,During your RFA you stated that you would be helping deal with the Scibaby situation after Raul stopped doing it. Do you feel that you've done what you said you were going to do?,-1,-1
588,"I'm sorry, I don't know what article you are talking about. Can you please provide the exact name?",1,1
589,I have some made some improvements to the articles you references on the above user's talk page. Perhaps next time you would bring your concerns directly to '''me'''?,-1,0
590,"<url> has copyedited the article on my request, cleaning up much of the complicated sentence structure; I'm not sure if it's sufficient, however. Perhaps you might be able to take another look at it?",1,1
591,"Your bot's edits aren't being marked as such; that is, they still appear in my watchlist when I choose to hide bot edits. Could you do something about this?",0,0
592,"Hello again. Could you move this to <url>, please?",1,0
593,Thanks for the note about my work on the above line. Would you mind if I copied and pasted your version over to mine to work on?,1,1
594,I don't see any of that in his deletion log. Would you please find out which one it was as evidence so you're not blindly accusing an admin of deleting something they didn't delete?,-1,0
595,Because I haven't seen it; I'm not even sure from the discussion whether it's on or off Wikipedia. Can you supply a link or a reference?,0,0
596,I had a look at the place noted on the top of the talk page about 1rr and I was unable to find the sanction you talked about. Where is it listed please?,1,0
597,"I get the error message ""sorry, not enough content to play this station"". Can you explain a bit what your code do, and does this need an account on Lastfm or something else ?",0,0
598,"Due to your edits to this template, <url> is now required on all transclusions. Are you running a bot to clean this up?",0,-1
599,"On <url> about the Chinese sex imbalance, you accused either the OP or the first responder (me) of <url>. Could you explain why you thought either of us was advocating, opining, or recruiting, in a way that diminished the quality of the reference desk?",0,0
600,I don't think anybody wants the stale uninformative old Victorian results infoboxes. Can you gain consensus before deviating?,-1,-1
601,Thanks! What type of documentation do you want u2014 an explanation of using the notes feature?,1,0
602,"I'll unblock you if you give me some confirmation you've understood this and you are prepared to discuss the article through the proper channels, calmly and politely. So, cool down please, okay?",-1,-1
603,"I thought you had done that, and started working on turning it into a disambiguation page. Could you now graft the history on to the changes I made?",0,0
604,"He's returned to the same trolling he was doing years ago. If he really wants to edit in good faith, why not insist he make some non-controversial edits for a while instead of immediately restarting a two year old edit war?",-1,-1
605,Thanks for help! One more question: similar item at this address is a painting: <url> Do I use the same tags?,1,1
606,"Hi, we worked on a few Australian-related articles together. May be you want to make a look on my <url>?",0,0
607,"Well, as you <name> my standards for OR a bit strict, as the recent discussion on the policy's talk page shows. Secondly, do you not find it interesting that Arrow only removes Muhammad (who is sourced), but does not remove Archimedes who is unsourced?",-1,-1
608,"You are talking about direktor, right? He begin the edit war again, as seen by diffs, so C was blocked instead of direktor, see?",0,-1
609,"I certainly think more things should be deleted from enwiki, but TheCommunity(tm) is fickle. Are you complaining about something ''I'' did?",-1,-1
610,"Thanks for the copyedit. Rather than waiting for the PR rigamarole, do you think it meets GA criteria and should I submit it?",0,1
611,Very nice. How could I doubt you?,1,0
612,"Working on it - sent an email to the people at the Cambridge U Library to see if they know where it's from. In the meantime, could you check with Jappalang that his concern about the infobox image has been addressed?",0,0
613,"Btw, what's ""WPC MOS"", and where/when was it decided that we don't use volume indicators? Why is this, and how do we distinguish between different volumes of series when mentioning issue numbers?",0,-1
614,"Hi - there are a few issues that I've pointed out at the nomination page. Also, why does your sign link to the talkpage of <url>?",0,-1
615,Hi. Is there no chance that you could take a photograph of RCMP officers in the uniform we don't have a picture of?,0,0
616,"Well, welcome, and thanks for helping out, as you can see it's greatly needed. Do you have <url> yet?",1,1
617,"<url> posted a wonderful grammatical analysis of the ""has/had"" thing, another editor agreed, so I'm thinking we should make another request for the change, using Bluewave's post as the basis. What do you think?",1,0
618,"Hi, congrats on your admin promotion, but in preparing the short note about it for ''The Signpost'', I'm puzzled as to ""the backlog"", which appeared in your Request for Adminship text. Is it a copyright backlog for images?",1,0
619,Replied there. Should we keep it in that one place for now?,0,0
620,"I am sorry you ""don't like <url> tone"", but I have made scrupulous efforts to be entirely civil. Your opinion of my tone apart, would you care to respond to my points?",-1,0
621,Leon Liebgold played a rabbi. Was he a rabbi?,0,0
622,"This is what you wrote: ""In the book 'Inventing Elliot' written by Graham Gardener, the book, 1948 is mentioned numerous times."" What book, 1948??",-1,-1
623,"Sorry, I've moved a number of articles and thought I did it correctly. How is moving done properly without losing the edit history?",1,1
624,Indeed. How did you find this?,1,0
625,I objected because the image is replaceable. Why can't someone take a picture of it and release it freely?,0,-1
626,"Re: your comment at <url>, I suppose you know there's a list at <url>?",0,-1
627,Also I noticed you made new Europe and USA maps for this and <url>. Do you think it would be good to have a world map for <url>?,1,1
628,"Despite our long-standing disagreement, I have no argument with you <url>. However, can I suggest you use a less opaque edit summary than ''added info'' when doing something that is nonetheless controversial?",0,1
629,"Well, that was an example as I am adding Infobox Historical American Political Party infobox to all those historical parties in <url> for which I was previously using the regular Infobox American Political Party until I found the Historical version in <url>. So if I wish to continue, I will have to assign colors and shortname to all of them if not already done (like Anti-Masonic Party) right?",0,0
630,An Request for Comment on the spelling of Spitsbergen (or is it ''Spitzbergen'') is currently taking place <url>. Possibly worth mentioning in the Signpost?,0,0
631,"I saw you assess this with a <name>, What am I missing?",0,-1
632,"Of that <url> I just went down and overhauled, you and two <url> <url> were the only (active) Texans I could imagine being interested in getting the ball for a <url> rolling. Interested?",0,0
633,There's a lot of unfilled requests to become a verified user at WP:OP. Could you possibly look through them?,1,1
634,"This article was recently submitted for <url> but it appears to be missing a reference to ""James"". Could you fix that please?",1,2
635,<url> is basically ready for Featured Article candidates pending some copy edits. Could you take a look to see if anything additional needs to be done?,1,1
636,Hey. I'm proposing a <url> - would you be interested in coming along?,0,0
637,I don't understand why did you add that message at the bottom of this page??,-1,-1
638,"In conclusion, I'm split. What do you think?",0,-1
639,The above username has been indefinitely banned as a phishing account. Now why would they want my login details...?,-1,0
640,Thanks for identifying it as self created. What license do you release it under?,0,1
641,"Can you explain what you mean by ''""Randi, paranormal, Larry King etc. are all redundant redundant""''?",0,-1
642,"Hi <name>, Since several reviews have been done, can you review the version from the same date? 1 July 2010?",0,0
643,"Okay, fair enough. But if they're necessary, could we find a less complex and eyeglazing ''name'' for them?",0,0
644,You haven't contributed in over 10 days now. You alright?,-1,-1
645,What is the source of this image? and why do you think it's PD?,0,-1
646,"In fact you did link, and the user has archived the page and gotten rid of it. Do you know which section he should be looking for?",0,0
647,"Can you respond to the comments I left on the S&M PR page please. If you are satisfied with the changes, can you tell me if it is qualifiable for FAN and if not for FAN, then for A class status?",0,0
648,Could possibly be. Have you tagged any of the non-free images for review?,0,0
649,How are recognizing and not recognising defined in this context? The country has explicitly and officially stated that they do or do not recognise the State of Palestine?,0,0
650,"Read beyond the obvious. What is that essay saying when you remove all referances to users under blocks, bans or other sanctions?",-1,0
651,"From my sources it seems that the Duke of York didn't have any radar when completed, but during her numerous refits different radar sets were added. So shall I list all the radar added from her refits?",1,0
652,"All right, I'll bite. Is honorary membership in the Justice League not criteria enough for being listed in that category?",-1,0
653,Moved. would you like me to nominate you for adminship?,0,1
654,"re: <url> edit. Then let me ask you, what exactly was offensive about them?",-1,-1
655,I see you deleted this page a while back as an attack page. Any chance that the information originally had anything to do with the John Lamb mentioned in <url>?,0,0
656,You've completely lost me. What are you asking about?,-1,-1
657,Personal attacks and refusing to answer questions. What are you hiding?,-2,-2
658,"The block seems to no longer be necessary or productive. If I were to bring a motion to get them unblocked, would you support it?",0,0
659,What's up with all those tweaky changes? Just salting redirects?,-1,-1
660,Thanks for continuing to look over the article. Do you know or do you know anyone that knows anything about the <url> or the <url>?,1,1
661,Could you please clarify who the new users were exactly that you considered to be part of your 'sock farm'? Or did you not even bother to research before making such claims?,-2,-1
662,"The Romance language article is about 199,000 bytes now, while it had around 94,000 bytes before he started adding and changing stuff. Isn't it necessary to discuss first such radical changes?",0,-1
663,"Im interested in where you got the information you added stating woodlands house was closed in 2003. As far as i can see your wording was taken from one website, the milesfaster one. Should you not cite the website you quoted rather than look for a couple of others?",0,-1
664,"Crimson, there is a discussion at <url> where we have implemented a new template for bot operators when their bot is blocked stating that it is in ''no way'' an indication or accusation of wrong doing on the operator's behalf. I'm sorry you have interpreted that way - would you be willing to re-consider your retirement?",1,1
665,I guess there's a connection to <url> too. Do you think that's cu worthy?,0,0
666,"I found <url> on your <url> as a bluelink, but in fact it is a redirect to <url>. Is there any chance to do some qeue-jumping on this article, or would it be easier to translate from <url>?",0,1
667,"Looks like you've been a bit inactive lately, but on the off-chance you check in soon, take a look at <url> and <url>. You're probably the most familiar with CoM's style and brand of hostility, do you think Freakshownerd here is his sock?",0,1
668,"I began to make an article for <url> but found that one already existed but was deleted. After reading the deletion log and seeing that it was speedy deleted for a7, I think I can write an article that establishes notability, but am I required to get administration approval before recreating a deleted article or can I just create it on my own?",0,0
669,I have reverted your relocation of the images of this fragment - as I think it better if the images and transcripts can be seen side-by-side. Do you agree?,0,0
670,In the Catalan Wikipedia we have more than 60 wrong pages that we want to delete but nobody can do it. Where I have to request the permition?,0,0
671,"I've wikified this and added some categories. Any idea of his dates, and is he still alive?",0,0
672,"<name> this guy's ( <url>) talk page as well as the history of vandalism to the <url> page seems to indicate that he's the main perpetrator. Is there some way to ban one particular user from editing a page, based on repeat incidents of vandalism to that page?",1,0
673,"<name> not got a picture of one yet, but I notice in you wrote that it is rare. Where did you get that information as I wonder how rare it is?",0,0
674,"I'm not sure how I caught this, but <url> made the same edits to <url> that blocked <url> made several years ago to <url> (which I have redir'ed because it is almost the same as the plastic pipework article). Can the former be blocked for quacking despite a lack of recent activity?",0,0
675,I notice that you added a period to the middle of a sentence in the article about <url>. Why?,0,-1
676,"I wondered, simply because I see you occasionally and had never seen him before, so at first I thought he was you. I wonder if there's a User:Nyttned running around?",0,0
677,"Maybe I'm on crack, but in your edit summaries you're saying ""MT"" and ""Not MT"". What is MT an abbreviation for?",-1,0
678,You support Scotland leaving the United Kingdom despite the fact most Scots do not? I am curious as to why?,-1,0
679,"<person>, whom you blocked for 3RR, is contesting their block with what appear to be defensible arguments. Would you like to comment?",0,0
680,"Tell me, after your uni starts again, will you not be as present again? And when does it get over?",0,-1
681,"Oh, lookee <url>: who put all the 'breakups' back with a blind revert???",-2,-1
682,<url>. Are you planning to merge the info into <url> or just redirect to the article as is?,0,0
683,"Can you check if there was ever an article for ""Kenneth Eng""? It seems to have been deleted, if so could you supply me with an archive of the article?",1,1
684,I've started an article called <url>. Would you be able to do a good intro paragraph?,0,1
685,"I also have problems with a lot of the other recategorisation you have done to these articles, but I won't revert any more until I hear from you. Taking <url> as an example: why have you removed it from <url> when it clearly is a linear filter; why remove it from <url> when it forms part of image parameter theory; why does an article which discusses electronic designs not belong in <url>; why remove it from <url> when, obviously, it is a term?",-2,-1
686,"Can I ask why you deleted this Article for Deletion as ""A3: Article has no meaningful, substantive content""? It obviously did have meaningful content; was there any reason it couldn't simply be closed like any other Article for Deletion?",-1,-1
687,"When you say ""thrown off"" articles which tend to be in math, the sciences, IT, etc., do you mean making them inaccurate? Or do you mean they were helpful in creating them?",0,0
688,I agreed from my very first post on the first subject that it shouldn't be included yet you and the other user continued to misrepresent my position. Would you disagree with that?,-1,0
689,The thread at <url> ground to a halt. Any way to get this implemented?,0,0
690,"I noticed you put ""NB"" and then the credit for the original picture that I cropped. What does ""NB"" stand for?",0,0
691,"Hi, not sure exactly what you are asking, the three web refs you list (IUCN, Birdlife, Audubon) all work fine for me, possible a server might have been down temporally, since these rarely give trouble otherwise? Or have I misunderstood your question?",0,1
692,<name> has edited his post on the Wikipedia Review and is now lying about me. Did you see the actual post there before he changed it so you can back up my cut-n-paste of what it said?,-1,0
693,"I note you reverted my edit on <url>, quoting ""consensus"". What consensus?",0,-1
694,Hi.. I'd actually like to move all images in <url> to the Commons. Is there a way that I can do it myself?,0,0
695,...just vandalized my page again. What level warning is appropriate?,-1,0
696,"I seem to have adopted this article, since country music and dance are interests of mine. Can you recommend an easy to use bot that would help me in keeping those unwanted links out of the article?",1,1
697,"I don't understand. So then you decide by yourself, and the people who stated their support for the original are ignored?",-1,-1
698,<url>. Who is Alan climate gore?,0,-1
699,"Among the measures you described, it sounds as if the next thing to try is option-command-start and rebuild the desktop. Does rebuilding the desktop mean I'd get a blank and have to restore all the icons?",0,0
700,"I personally cannot see why it is justified, well not from a quick perusal of his edit history anyway. Can you explain please?",0,0
701,<url> is the featured article on the main page. Is that not supposed to be protected?,0,1
702,"I'm not sure what needs doing now, or if there are further modifications required (this is the first article I've ever nominated for GA). Is there anything you can point me in the direction of?",0,0
703,I clean up the <url> article a bit. What do you think?,1,0
704,"Hi again, OK, say we don't go along the lines of Blair will go before the end of 2007; but we list the announced candidates for when Blair does resign (which will inevitably happen at some point). Do you think this would be any better/more suitable?",1,0
705,"Hi <name>., I just read through your RFA including your reform proposals. Could you take a look at <url>, a proposal I have developed which would give just the rollback tool to people who request it?",1,1
706,"kindly explain why did you remove my changes. The added links were quite relevant and informational, also The Vanguard Group and Hi5, why do you revert my edits?",-1,-1
707,"Thanks for your recent edits on <url>, but what does ""inapplicable category"" (referring to <url>) in <url> mean? And why did you remove that category from <url>?",0,0
708,"Thanks. Are you Slashdot user Anothy by any chance, or someone else?",1,1
709,"Well, which is the given name in <url>? And which is the surname?",0,0
710,I'd like not to receive any notices from this bot on my talk page. Is there a way to do this?,0,0
711,"Hi there, you entered info in the bio of <url>, saying he is related to <url>. Do you have any more info on the specific relationship, and also how they were related to <url> ?",0,0
712,"I think that if you use an example paragraph, and show the options in a nowiki tag, it will make it easier for people to ""vote"" for the method they like. Make sense?",0,-1
713,"Hi, Thank you for closing <url> as ""delete"", but much of the material immediately re-appeared at <url> (see <url>) so the questionable content hasn't been deleted at all. Can we do something about this?",0,1
714,I'm not sure what you are asking here. Admins cannot check IPs but why would you even want the same IP that would be foolish wouldn't it?,-1,-1
715,I believe I may have addressed (at least a substantial portion of) your comments. Could you weigh in again?,0,0
716,"My concern about the article above still stands (re: notability). Now that it has been unmerged (against the Article for Deletion), will it be merged into the Begin articles as suggested, or will it have to be renominated?",0,0
717,The block you created on April 18th has expired and a new rash of vandalism has broken out. Would you mind blocking this school for even longer than 1 month?,0,1
718,"It would seem to me that this category provides no overall benefit to wiki and only serves as another list of organizations which seem to be targeted by the generally negative tone of LGAT articles. Would it make more sense, or be more proper, to include the relevant categories on the individual articles themselves, rather than have an LGAT category?",0,1
719,Seems to be down again. I assume this is nothing I can resurrect on my own when you have intermittent Internet access like this?,0,0
720,It should be deleted. Do you want to nominate it or should I?,0,0
721,Another thing: <url> has created <url>. What do you think about it?,0,0
722,"Last month <url> was not promoted to Featured Article because, apparently, not enough people had taken the time to read and comment. If I nominate it again, will you read it (it's lengthy) and comment?",0,0
723,You <url> that you were working on an overhaul of the archiving system. Do you have any plans to start working on this again?,0,0
724,"Lunch sounds great, Rocket. Do you have an e-mail address I can use to get in touch with you?",2,1
725,Thanks for the revert on <url>. Kinda curious how this blanking is always done by IPs that trace back to USAF installations isn't it?,0,0
726,What was your aim with <url>? have you abandoned it?,-1,-1
727,"I'm not seeing a problem, a few minor formatting issues. What specifically did you think was weird?",0,-1
728,"Well, you leaved me also curious. Why was it not appropriate?",-1,-1
729,"You seem to have plenty of time to discuss, why don't you try to educate <url> ? Maybe he needs this more than me ?",-1,-1
730,"no problem. ic an hit it up through preferences seciton, right?",0,0
731,"My problem is that the Style Guide for cities causes several topics for this small village to be repeated somewhat, especially the railroad, Gas Boom, and stockyard. Any thoughts on this article's organization?",0,0
732,Why revert? Shouldn't it be included somewhere in the discography?,-1,-1
733,I agree that '''Pack''' need some work. Is there an appropriate way to flag it for some attention?,1,1
734,I would load them into commons. How do I do that?,0,0
735,"Now that I thought we had this figured out as clean and simple, but Google has expanded their street view to the south end of Smith-Dorrien Trail which shows a sign naming it Trail<url> rather than Spray Lakes Road. What do we do if there is a contradiction between a reliable map (the Canmore map) and actual signage?",0,1
736,"Was working, so no. You?",0,-1
737,"Just saw your message on <url>. Shall I carry on the review, or shall I wait for a cue from your side when you're ready to carry on?",1,1
738,"Hi, I found two sources which state that <url> was still married and when she moved to Harlem with her Husband. Do you have any sources to the contrary?",0,0
739,Hello-I think you know more about <url> than I do. Want to check it?,0,0
740,Merci. Now do you have any idea to solve discrepancy in <url> ?,0,0
741,"I see <url> some <person> tags to the <url> page. Is there something in particular you feel needs citation, or did the article just look generally reference-sparse?",0,1
742,Sorry??? Which comment are you referring to?,0,-1
743,Wait. I've never edited that page?,-1,-1
744,"If it can wait until tomorrow, I'll look then. Could you provide diffs to the two threads?",0,0
745,"We already list Latvia, Lithuania and Estonia separately. Along with Belarus and Ukraine, that doesn't leave much of the USSR that was occupied, does it?",0,0
746,Your contributions show no edits to any Request for Comment's. Could you provide a link?,0,0
747,"Ok! First things first, is there anything in particular you would like me to help you out with?",1,1
748,I bow to your superior knowledge of Irish :-) One question - the Irish Wikipedia is called Vikipedia? How so - there's no 'v' in the Irish alphabet?,1,0
749,Thanks for clean-up of the secret talkpage colourer-inner. Aren't people odd?,0,0
750,"Currently, <url> is a subcategory of <url>. What would you suggest doing about this?",0,1
751,"I'm getting a ""Metronome: q = 120"", but I've been in touch with them and they say they're in the process of fixing it. it IS 120, but should it be left out until there's no difference?",0,0
752,As far as I know MathSci has not edited any race related articles. If you think he is breaking his promise perhaps you should bring it up with him?,0,0
753,"I have put another warning on <url> with full details of the vandalism. Can this be reported to London Grid, please?",1,1
754,"Hi, just noticed you reverted this page back to its pre-COPYVIO state. Any reason you didn't use the content at <url>?",0,0
755,"Sorry, no clue. The help desk wasn't helpful, huh?",0,0
756,I thought I had explained it pretty clearly. What part did you disagree with?,0,0
757,"On second thought, the mix of pseudo-politeness, vulgarity and threats is...really creepy. Could ya...stop?",-1,-1
758,"Yes, sorry I didn't see the discussion. How about moving it to a subpage of <url>, say <url>?",0,1
759,I notice you occasionally use that remark in your edit summaries. I understand simple stuff like r and c. What does awai stand for?,0,0
760,"Thanks for your note, Tom. As a matter of interest, how could you know who someone is based on the IP address?",1,1
761,"""Oh, that"", eh? So, you ''wrongly accused me of making death threats'', and that's all you have to say for yourself?",-2,-2
762,Hi. Did you read the e-mail I sent to you last week?,0,0
763,"I noticed you made many edits to India-related articles, and I was just wondering if you were Indian? If you are, where do you live?",-1,0
764,"So you haven't found a flaw in any of their ideas themselves? As regards your other comment, are you saying that all Muslims are equally capable of finding out the truth about Islam?",0,-1
765,"The image is only used on ONE page - the site of the film. What is the problem here, and how does it violate wikipedia policy?",-1,-1
766,I've started looking at this article as you asked and inevitably I've got a few questions. Would you prefer me to list them here or on the article's talk page?,1,1
767,Do I get a reference to my comment? Show me where I refuse to provide evidence backing up my changes?,-1,-1
768,I see you've created the page <url>. Are you by any chance related to the Hondo Hurricane?,0,0
769,"Thanks for telling me. Do you just perform the rename, and I then re-create the account to take it for myself?",1,1
770,"I just checked several of the most important Russian writers and painters and was shocked to see that some very important ones (and also well-known in the Western world) are as yet not in scope of the Biographies Project (think <url>, <url>, <url>, <url>, <url> and <url>). Which raises the question, how many more important persons are not in scope?",0,0
771,I've been saying it has to win that award for a few weeks :) I'd be very shocked if it didn't win. Who hands out that particular award?,0,0
772,Thank you for reverting vandalism on my page. How did you catch it so fast?,1,0
773,I have made a Ukrainian version. Were would you like me to email it to?,1,1
774,<url> Am I missing something?,0,0
775,LOL what did he say in the press???,0,0
776,"If the procedure for Article for Deletion/copyvio is the same, that could certainly be possible. Can you please provide a link to the appropriate pages/templates in that language?",1,1
777,I don't recall. Is there something there that could damage my computer?,0,0
778,<name> I still don~t understand. Are you saying Antonio Rumeu de Armas is a primary source BUT Samuel Elliot Morison is not a primary source?,0,0
779,What do you mean? How am I supposed to vindicate myself of this ridiculous accusation?,-1,-2
780,"Yes, I can vouch for <url> since she taught me when I was doing my undergrad! :) Have all these been restored?",1,1
781,"<name> told me it with the reasons of what I put in my edit summary, so if you need a better explanation ask him. I left Billboard Hot 100 as Billboard Hot 100 because that's the exact name of the chart?",0,-1
782,"Hi, I'm new to RC patrol, and I was wondering how you do the 'reverted edits by X to version by Y' edit summary. Is there a shortcut to reverting an edit?",1,1
783,"You are being very insulting on <url>. Can't you just trust the strength of your arguments, instead of insulting people who are doing their best to help improve Wikipedia?",0,-2
784,"Unfortunetally, I have no experiance with this kind of thing, nor have the program you discribed. Maybe we should find a user that can?",0,0
785,"I've created <url>, which I expected to be a 3-line stub - amazing what these little lumps of rock have to say for themselves. Could you provide a translation of the name?",0,1
786,"I see you ended the Article for Deletion on <url> and removed the tag. Will you remove it on the other two articles that were proposed along with it, <url> and <url>?",0,0
787,One other question I have is that the ''Wikipedia'' article states that his 1968 paper had been first rejected by American publications before it was accepted by the British one. Would you happen to know why?,1,1
788,"On another note, I'm going to assume that you were the one who also added ridership data for various LIRR stations, am I correct? If so, could you kindly point me towards your source?",1,1
789,I'm afraid I don't understand what you are asking. Could you perhaps try to explain it in another way?,1,1
790,"In what way do the GMTV images, such as <url>, conform with the guidelines at <url>? Where is the statement on the website saying that it is a press kit, and the images can be reproduced?",0,0
791,It just doesn't make sense (to me) that we use a manga spelling for one name but a Simmons' spelling for another. Can't we just go along with Simmons on this one?,-1,-1
792,Any idea what happened here <url>? Buffer overflow because my comment was too long?,0,0
793,"<person> - sorry about that, those situations are confusing. Maybe Twinkle uses, or behaves like, rollback?",1,1
794,I'm see about the new Version 0.7 - which stated should FINALLY be published soon... When the exact date it published? Is there anything that I can help?,0,1
795,yeah that's what I mean. how do i get the .ogg file from Audacity into the actual article?,0,0
796,"Ok, that's no problem. Can you recommend any other users who would be able to train me?",2,1
797,"So your argument is that as long as you follow the ""rules,"" nothing else should matter? That if it's legal it's OK?",0,0
798,I'm wondering why you've removed this category from <url>'s page? Is he no longer part of the council?,0,0
799,"Hi, <name> Do you want to participate in <url>?",0,0
800,"Thanks, but I've already read those essays. Did you have anything to say yourself, personally?",-1,0
801,"I'm loathe to come running to an admin, but <name> is just making the same edits that I had undone before and made objection to on the talk page without any attempt to address the previous objections on the talk page. Now what?",-1,-1
802,"Apologies again, though. If I tell a fart joke, will you forgive me?",1,0
803,That's a good idea. What about army and corps HQs though?,1,0
804,"I have an e-mail set up in wikipedia, but I normally keep it disabled. Are you online right now?",1,0
805,"I very much disagree that the article that was deleted was advertising; I have never bought anything from his store as a matter of fact, but I do know that his is one of the most used online Judaica shops out there. What can I do to make the article acceptable?",0,-1
806,"What, you are saying that nothing published at mises.org is a reliable source? What is your basis for asserting that?",-2,-2
807,"Here's my current warning to him: <url>, and the diff<url>, which also included adding lengthy honorifics to Barelvi scholars. Do we need to see more of a this-week pattern of POV-pushing and hate-speech, or can he be blocked for clear and consistent malicious intent?",0,0
808,"I did notice your initial post to my talk page, but five minutes later it was removed by <url>. Is this a shared IP address?",1,0
809,I know what the band Rush is. I'm just wondering if you were joking or didn't know the user was referring to Rush Limbaugh?,-1,-1
810,Thank you. So what did I do to earn the tea?,0,1
811,"I'm not finding the name change request at <url>, nor does there appear to be such an edit under the ""Rogerboas"" account name. Did you posti t while logged out, perhaps?",0,0
812,"I see your point, but my real issue was wanting to add the 'too much trivia' tag as all these 'minor aspects' need to be integrated into the relevant sections (I'll have a go myself if I get time). Isn't it possible to create a 'pop culture references' section and then siphon it off into a separate page when it gets too big?",-1,0
813,"How about saying that the fastest flow is near the deepest part of the channel, and that in most meanders this is near the outer bank? What do you think?",0,1
814,"One thing I noticed though is that the letter rows (""0-9"", ""A"", etc) look a bit strange when the table is sorted using a non-alphabetic criteria. Do you think we need them at all?",0,0
815,That incident is already mentioned in the <url>. Why do you insist on redundantly adding it?,-2,-2
816,"Owing to your status as an active wikipedian, I'm not yet reverting your edit to this article. But what sense is it to move his birth location from the birthdate position in line one, to the top of (a newly formed) paragraph 2 which then (continues from the former paragraph 1 subject) takes off on a subject entirely unrelated to his birth?",-1,-1
817,You're right that few users are as plugged-in to these developments as we are. Maybe I could provide a handful of links as examples?,1,1
818,I have made changes to <url>. Is that acceptable?,1,1
819,"It should be possible to export from mathematica to eps I believe, or even to other formats, like png or gif (maybe from the ""File"" menu). Could you try and see if it works?",0,1
820,"Hello <name> - just wanted to let you know I've changed this template, <url>. It looked like your last edit was a mistake?",0,0
821,"I notice that you're adding <person> to places of histrical significance, but in some cases they are not listed on the <url>. Are you trying to follow the list, or expanding it to places that perhaps should be on the list?",0,1
822,Hi. Are you ready to start the Request for Adminship?,0,0
823,I apologize if I have misunderstood. Are you not an acknowledged devotee of Prem Rawat?,1,1
824,"I see you've just placed a deletion request on your user page, but this page has no history and hasn't been edited previously. Did you mean to place it on the article you created, <url>?",0,1
825,"You just made <url> to <url>, which I reverted. Did I overlook a good reason for your action?",-1,0
826,"As a rough look over, the splits look ok to me (although yes, more discussion before forking is generally a good thing). If you think there are serious problems with them, why not just address it on the talk page?",0,-1
827,"ummm, it's a soft redirect. A placeholder for a future page ... Is there a problem?",-2,-1
828,"Hi, noticed you removed categories on defunct/renamed schools. Why do you think them unnecessary?",0,0
829,"I'm getting a little nervous that the Featured Article candidates's not attracting much attention. You know Featured Article candidates much better than I do, should I be worried yet?",0,1
